Row_ID,Player_Name,Team,Season,Venue,Pitch_Type,Match_Result,Batting_Position,Batting_Style,Runs_Scored,Balls_Faced,Strike_Rate,Fours_Hit,Sixes_Hit,Dot_Balls,Boundary_Runs,Boundary_Pct,PP_Runs,Middle_Runs,Death_Runs,PP_Strike_Rate,Middle_SR,Death_SR,Consistency_Index,Impact_Score,Performance_Tier,Aggression_Index
1621,Hardik Pandya,GT,2022,"MA Chidambaram, Chennai",Flat/Batting,Lost,Lower Middle (6-7),All-Round,200,40,115.0,2,1,16,14,30.43,13,22,11,91.81,149.66,123.49,0.499,0.619,Elite,0.115
1622,Tristan Stubbs,DC,2023,"Brabourne Stadium, Mumbai",High-Scoring,Lost,Middle Order (4-5),Power Hitter,18,10,180.0,2,2,2,20,111.11,5,5,8,161.62,180.27,194.26,0.447,0.752,Average,1.08
1623,Liam Livingstone,CSK,2019,"MA Chidambaram, Chennai",Slow/Low,Lost,Lower Middle (6-7),All-Round,28,19,147.37,0,2,6,12,42.86,13,12,3,125.13,135.76,107.38,0.471,0.654,Average,0.3103
1624,Marcus Stoinis,GT,2020,"MA Chidambaram, Chennai",Seaming,Won,Opener,Power Hitter,50,29,172.41,2,3,8,26,52.0,12,15,23,164.68,168.57,206.3,0.852,0.907,Elite,0.4756
1625,AB de Villiers,RCB,2019,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Lost,Opener,Aggressive,53,24,220.83,2,4,5,32,60.38,14,24,15,149.3,161.32,202.21,0.422,1.114,Elite,0.9201
1626,Yashasvi Jaiswal,RCB,2024,"MA Chidambaram, Chennai",Seaming,Won,Finisher/Tail,Finisher,42,33,127.27,4,3,9,34,80.95,10,13,19,133.46,147.39,175.53,0.541,0.78,Good,0.3857
1627,KL Rahul,SRH,2023,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Middle Order (4-5),All-Round,47,27,174.07,3,0,7,12,25.53,13,17,17,121.45,169.46,164.75,0.4,0.77,Good,0.1934
1628,Prithvi Shaw,SRH,2018,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Top Order (3),All-Round,41,35,117.14,1,0,15,4,9.76,12,16,13,142.35,133.4,121.71,0.493,0.535,Good,0.0335
1629,Dinesh Karthik,CSK,2020,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Lost,Finisher/Tail,Power Hitter,32,17,188.24,5,2,4,32,100.0,6,9,17,144.31,148.87,215.51,0.633,0.893,Good,0.9966
1630,Yashasvi Jaiswal,DC,2022,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Lower Middle (6-7),All-Round,33,22,150.0,2,0,7,8,24.24,13,13,7,136.13,138.44,164.1,0.552,0.622,Good,0.1364
1631,KL Rahul,MI,2021,"Arun Jaitley, Delhi",Flat/Batting,Won,Top Order (3),Aggressive,16,9,177.78,1,2,3,16,100.0,5,5,6,156.34,147.48,182.75,0.737,0.717,Average,0.9877
1632,Rilee Rossouw,MI,2020,"Arun Jaitley, Delhi",Slow/Low,Lost,Lower Middle (6-7),All-Round,39,21,185.71,4,2,7,28,71.79,9,15,15,143.79,153.13,153.88,0.599,0.893,Good,0.7075
1633,Suryakumar Yadav,CSK,2022,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Middle Order (4-5),Finisher,36,20,180.0,0,2,5,12,33.33,14,15,7,156.2,138.23,162.57,0.751,0.784,Good,0.36
1634,Faf du Plessis,GT,2019,"Narendra Modi Stadium, Ahmedabad",Seaming,Lost,Middle Order (4-5),Aggressive,24,19,126.32,4,1,8,22,91.67,10,11,3,138.46,183.86,191.17,0.476,0.605,Average,0.3989
1635,Marcus Stoinis,SRH,2019,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Finisher/Tail,Finisher,12,7,171.43,0,3,1,18,150.0,4,5,3,137.41,144.24,191.46,0.391,0.712,Below Average,1.4694
1636,Tristan Stubbs,CSK,2020,"Arun Jaitley, Delhi",Spin-Friendly,Won,Middle Order (4-5),Anchor,27,20,135.0,2,0,9,8,29.63,10,8,9,109.3,131.14,168.58,0.751,0.553,Average,0.135
1637,Dinesh Karthik,RCB,2024,"Eden Gardens, Kolkata",Slow/Low,Won,Opener,Anchor,41,33,124.24,3,0,9,12,29.27,19,17,5,112.54,118.08,122.77,0.668,0.597,Good,0.1129
1638,Glenn Maxwell,LSG,2022,"Arun Jaitley, Delhi",High-Scoring,Lost,Top Order (3),Power Hitter,6,2,300.0,2,3,0,26,433.33,1,2,3,167.16,176.55,185.09,0.415,1.114,Below Average,12.0
1639,Rishabh Pant,SRH,2018,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Lost,Middle Order (4-5),Anchor,23,22,104.55,4,1,9,22,95.65,10,8,5,104.65,146.37,126.59,0.349,0.536,Average,0.2851
1640,Rinku Singh,MI,2022,"Eden Gardens, Kolkata",Seaming,Lost,Middle Order (4-5),Finisher,40,34,117.65,0,1,5,6,15.0,16,17,7,130.88,174.19,207.24,0.53,0.563,Good,0.0692
1641,Hardik Pandya,DC,2023,"MA Chidambaram, Chennai",Flat/Batting,Lost,Finisher/Tail,All-Round,23,12,191.67,3,2,5,24,104.35,11,10,2,128.73,130.42,160.3,0.737,0.827,Average,1.1181
1642,Aaron Finch,DC,2018,"Arun Jaitley, Delhi",Spin-Friendly,Lost,Top Order (3),Power Hitter,0,1,0.0,4,2,0,28,2800.0,0,0,0,146.27,167.69,251.09,0.887,0.18,Below Average,0.0
1643,Ruturaj Gaikwad,KKR,2022,"M. Chinnaswamy, Bangalore",Slow/Low,Won,Finisher/Tail,Anchor,29,26,111.54,2,0,7,8,27.59,9,12,8,109.2,132.4,165.5,0.449,0.491,Average,0.0858
1644,Andre Russell,RCB,2021,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Lost,Finisher/Tail,All-Round,53,42,126.19,3,1,12,18,33.96,24,16,13,114.94,148.48,175.68,0.538,0.701,Elite,0.1502
1645,Wriddhiman Saha,DC,2024,"Narendra Modi Stadium, Ahmedabad",Seaming,Won,Middle Order (4-5),All-Round,10,6,166.67,3,1,2,18,180.0,3,3,4,100.74,148.66,137.58,0.373,0.65,Below Average,1.3889
1646,Jos Buttler,SRH,2019,"MA Chidambaram, Chennai",Seaming,Lost,Lower Middle (6-7),All-Round,43,29,148.28,3,2,8,24,55.81,11,12,20,118.52,150.15,131.8,0.164,0.777,Good,0.3579
1647,Dinesh Karthik,GT,2019,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Middle Order (4-5),Aggressive,27,14,192.86,3,3,1,30,111.11,7,11,9,148.73,172.93,181.77,1.0,0.897,Average,1.2398
1648,Chris Gayle,MI,2022,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Finisher/Tail,Power Hitter,0,1,0.0,2,1,0,14,1400.0,0,0,0,180.63,193.33,178.49,0.753,0.09,Below Average,0.0
1649,Yashasvi Jaiswal,KKR,2018,"Eden Gardens, Kolkata",High-Scoring,Lost,Top Order (3),Finisher,26,18,144.44,1,1,5,10,38.46,10,8,8,128.56,164.43,174.5,0.796,0.607,Average,0.2407
1650,Tim David,LSG,2024,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Finisher/Tail,Finisher,18,12,150.0,2,2,3,20,111.11,4,8,6,101.69,155.25,141.71,0.33,0.662,Average,0.75
1651,Chris Gayle,GT,2019,"Punjab Cricket Assoc, Mohali",Flat/Batting,Won,Finisher/Tail,Finisher,5,3,166.67,1,1,1,10,200.0,1,1,3,142.84,159.77,171.68,0.539,0.59,Below Average,1.6667
1652,Ruturaj Gaikwad,RCB,2022,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Lost,Finisher/Tail,Finisher,24,13,184.62,0,1,5,6,25.0,9,10,5,147.55,179.82,216.61,0.527,0.7,Average,0.284
1653,Aaron Finch,SRH,2024,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Lost,Middle Order (4-5),Aggressive,17,11,154.55,8,0,2,32,188.24,4,6,7,122.81,158.37,145.0,0.661,0.692,Average,1.124
1654,Sanju Samson,KKR,2022,"Punjab Cricket Assoc, Mohali",Seaming,Lost,Top Order (3),Aggressive,57,37,154.05,3,2,10,24,42.11,27,22,8,162.5,147.79,177.81,0.712,0.85,Elite,0.2914
1655,Tristan Stubbs,LSG,2020,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Middle Order (4-5),Aggressive,9,8,112.5,3,3,1,30,333.33,2,3,4,135.32,170.4,160.39,0.502,0.584,Below Average,1.2656
1656,Rishabh Pant,CSK,2022,"Wankhede Stadium, Mumbai",Seaming,Lost,Lower Middle (6-7),All-Round,17,15,113.33,4,1,5,22,129.41,5,6,6,135.54,176.81,119.18,0.514,0.538,Average,0.4533
1657,Kieron Pollard,CSK,2022,"Wankhede Stadium, Mumbai",Slow/Low,Won,Finisher/Tail,Finisher,26,18,144.44,3,1,5,18,69.23,7,11,8,131.67,149.72,197.16,0.365,0.647,Average,0.4012
1658,Faf du Plessis,CSK,2024,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Top Order (3),Power Hitter,25,18,138.89,1,3,3,22,88.0,11,12,2,146.63,179.4,186.22,0.698,0.687,Average,0.5401
1659,Suryakumar Yadav,SRH,2019,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Won,Opener,Finisher,24,14,171.43,3,2,5,24,100.0,5,7,12,153.17,147.15,204.11,0.597,0.77,Average,0.8572
1660,Faf du Plessis,MI,2018,"M. Chinnaswamy, Bangalore",Seaming,Won,Middle Order (4-5),Finisher,17,10,170.0,3,2,4,24,141.18,6,7,4,124.11,152.3,179.68,0.675,0.738,Average,1.19
1661,Rinku Singh,RR,2024,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Lost,Lower Middle (6-7),Anchor,35,28,125.0,2,1,8,14,40.0,12,13,10,133.43,119.32,158.05,0.615,0.605,Good,0.1786
1662,Ishan Kishan,SRH,2018,"Wankhede Stadium, Mumbai",Seaming,Lost,Finisher/Tail,Anchor,32,24,133.33,3,0,10,12,37.5,7,14,11,91.73,119.92,154.72,0.729,0.588,Good,0.1667
1663,Marcus Stoinis,RR,2023,"Arun Jaitley, Delhi",Slow/Low,Lost,Opener,Anchor,33,28,117.86,3,0,14,12,36.36,10,12,11,106.73,120.65,140.8,0.905,0.546,Good,0.1263
1664,Jos Buttler,PBKS,2021,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Top Order (3),Finisher,9,5,180.0,0,1,2,6,66.67,3,3,3,145.39,154.64,188.64,0.341,0.626,Below Average,0.72
1665,Rishabh Pant,LSG,2024,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Won,Lower Middle (6-7),Power Hitter,48,22,218.18,2,6,4,44,91.67,15,21,12,160.81,151.28,165.57,0.921,1.187,Good,1.3884
1666,Aaron Finch,CSK,2018,"Eden Gardens, Kolkata",High-Scoring,Lost,Opener,All-Round,22,16,137.5,1,2,4,16,72.73,5,10,7,116.83,142.49,137.42,0.518,0.62,Average,0.4297
1667,Liam Livingstone,PBKS,2020,"Eden Gardens, Kolkata",Flat/Batting,Won,Opener,Finisher,38,23,165.22,2,2,6,20,52.63,14,12,12,169.44,156.73,198.43,0.749,0.788,Good,0.431
1668,Hardik Pandya,RR,2021,"M. Chinnaswamy, Bangalore",High-Scoring,Won,Top Order (3),All-Round,29,20,145.0,3,0,4,12,41.38,7,14,8,115.12,129.58,134.71,0.685,0.611,Average,0.2175
1669,Devdutt Padikkal,GT,2018,"Brabourne Stadium, Mumbai",Slow/Low,Won,Top Order (3),Finisher,22,14,157.14,0,2,1,12,54.55,10,6,6,137.06,155.95,183.09,0.268,0.659,Average,0.449
1670,Rilee Rossouw,MI,2019,"Punjab Cricket Assoc, Mohali",High-Scoring,Lost,Top Order (3),Power Hitter,28,18,155.56,1,4,7,28,100.0,6,11,11,157.63,186.09,210.22,1.0,0.799,Average,0.7778
1671,Andre Russell,CSK,2022,"Sawai Mansingh, Jaipur",Spin-Friendly,Lost,Middle Order (4-5),Anchor,19,15,126.67,4,1,3,22,115.79,6,7,6,107.95,130.56,130.64,0.368,0.586,Average,0.5067
1672,Prithvi Shaw,LSG,2024,"Rajiv Gandhi Intl, Hyderabad",Seaming,Won,Opener,Aggressive,74,41,180.49,2,2,12,20,27.03,18,32,24,134.79,135.21,204.8,0.489,0.977,Elite,0.2641
1673,Tim David,RR,2021,"Sawai Mansingh, Jaipur",Seaming,Won,Finisher/Tail,Anchor,33,23,143.48,2,0,9,8,24.24,12,15,6,108.95,111.83,158.96,0.771,0.602,Good,0.1248
1674,Aaron Finch,CSK,2022,"Wankhede Stadium, Mumbai",High-Scoring,Won,Opener,Anchor,11,7,157.14,2,0,3,8,72.73,4,3,4,102.35,97.88,118.04,0.652,0.555,Below Average,0.449
1675,Virat Kohli,RCB,2021,"M. Chinnaswamy, Bangalore",Seaming,Lost,Top Order (3),Power Hitter,11,5,220.0,4,4,1,40,363.64,4,5,2,158.67,154.09,217.72,0.618,0.984,Below Average,5.28
1676,Devdutt Padikkal,CSK,2023,"Arun Jaitley, Delhi",Slow/Low,Lost,Opener,Power Hitter,200,15,213.33,2,3,4,26,81.25,10,10,12,162.19,167.12,223.98,0.278,0.958,Elite,1.1378
1677,Anrich Nortje,DC,2019,"M. Chinnaswamy, Bangalore",Seaming,Lost,Finisher/Tail,Aggressive,55,31,177.42,2,1,3,14,25.45,27,25,3,132.07,175.71,182.88,0.759,0.842,Elite,0.2289
1678,Heinrich Klaasen,DC,2019,"MA Chidambaram, Chennai",High-Scoring,Lost,Top Order (3),Aggressive,23,12,191.67,2,1,3,14,60.87,6,8,9,141.27,161.6,209.37,0.719,0.757,Average,0.6389
1679,Aaron Finch,GT,2019,"M. Chinnaswamy, Bangalore",Seaming,Won,Top Order (3),All-Round,47,31,151.61,3,0,10,12,25.53,18,21,8,133.15,156.61,138.06,0.491,0.703,Good,0.1467
1680,Ishan Kishan,RCB,2018,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Opener,All-Round,36,22,163.64,2,1,8,14,38.89,14,13,9,111.01,109.22,158.9,0.856,0.725,Good,0.2975
1681,Shubman Gill,RR,2022,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Won,Top Order (3),Aggressive,45,25,180.0,3,2,3,24,53.33,20,18,7,110.11,165.16,196.47,0.835,0.88,Good,0.504
1682,Quinton de Kock,PBKS,2018,"Brabourne Stadium, Mumbai",Seaming,Won,Top Order (3),All-Round,34,25,136.0,2,3,9,26,76.47,9,12,13,143.0,149.66,195.78,0.1,0.734,Good,0.4352
1683,AB de Villiers,MI,2021,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Opener,Aggressive,60,34,176.47,3,2,14,24,40.0,17,22,21,154.61,149.66,183.98,0.276,0.929,Elite,0.3633
1684,Priyam Garg,CSK,2023,"Sawai Mansingh, Jaipur",Spin-Friendly,Won,Opener,Anchor,27,24,112.5,2,1,11,14,51.85,10,13,4,121.63,109.18,145.38,0.561,0.535,Average,0.1875
1685,Tilak Varma,CSK,2019,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Lower Middle (6-7),All-Round,11,7,157.14,5,1,1,26,236.36,5,3,3,124.65,119.79,175.97,0.644,0.665,Below Average,1.5714
1686,Ambati Rayudu,CSK,2022,"M. Chinnaswamy, Bangalore",High-Scoring,Won,Opener,All-Round,27,20,135.0,2,1,5,14,51.85,10,9,8,118.42,140.51,164.41,0.608,0.603,Average,0.27
1687,Hardik Pandya,KKR,2024,"M. Chinnaswamy, Bangalore",Spin-Friendly,Lost,Middle Order (4-5),Finisher,7,5,140.0,1,2,1,16,228.57,2,2,3,134.18,149.66,216.18,0.542,0.568,Below Average,1.4
1688,Anrich Nortje,DC,2023,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Top Order (3),Aggressive,22,11,200.0,3,2,3,24,109.09,5,7,10,142.3,144.84,184.21,0.614,0.848,Average,1.2727
1689,Heinrich Klaasen,MI,2021,"Arun Jaitley, Delhi",Seaming,Won,Top Order (3),Anchor,38,27,140.74,2,1,11,14,36.84,9,14,15,112.92,127.53,103.86,0.502,0.664,Good,0.2085
1690,Liam Livingstone,LSG,2020,"Arun Jaitley, Delhi",Seaming,Lost,Top Order (3),Aggressive,0,1,0.0,2,3,0,26,2600.0,0,0,0,135.69,170.94,201.75,0.521,0.19,Below Average,0.0
1691,Yashasvi Jaiswal,GT,2024,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Top Order (3),Aggressive,10,6,166.67,3,1,1,18,180.0,4,4,2,148.2,170.95,180.41,0.586,0.65,Below Average,1.3889
1692,Aaron Finch,RR,2024,"Punjab Cricket Assoc, Mohali",Slow/Low,Won,Lower Middle (6-7),Power Hitter,200,11,172.73,4,0,3,16,84.21,4,6,9,158.72,149.66,181.48,0.397,0.674,Elite,0.6281
1693,Priyam Garg,DC,2023,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Finisher/Tail,Aggressive,31,22,140.91,5,4,2,44,141.94,12,14,5,152.16,149.66,179.12,0.415,0.847,Good,0.8326
1694,Suryakumar Yadav,CSK,2018,"Wankhede Stadium, Mumbai",Slow/Low,Won,Middle Order (4-5),All-Round,24,20,120.0,2,0,6,8,33.33,10,7,7,105.47,141.1,145.11,0.602,0.496,Average,0.12
1695,Devdutt Padikkal,DC,2022,"Rajiv Gandhi Intl, Hyderabad",Seaming,Lost,Middle Order (4-5),Power Hitter,40,19,210.53,0,2,4,12,30.0,12,14,14,161.7,173.96,199.5,0.618,0.892,Good,0.4432
1696,Ambati Rayudu,SRH,2019,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Lower Middle (6-7),Finisher,27,16,168.75,2,2,5,20,74.07,5,8,14,105.91,178.17,134.16,0.356,0.754,Average,0.6328
1697,Hardik Pandya,MI,2018,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Won,Middle Order (4-5),Finisher,19,11,172.73,0,2,3,12,63.16,5,6,8,154.42,145.76,170.4,0.364,0.694,Average,0.6281
1698,Dinesh Karthik,RR,2018,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Finisher/Tail,Anchor,17,13,130.77,2,1,5,14,82.35,7,7,3,81.87,107.19,133.37,0.546,0.55,Average,0.4024
1699,Faf du Plessis,PBKS,2022,"Eden Gardens, Kolkata",Slow/Low,Won,Opener,Aggressive,22,12,183.33,6,2,3,36,163.64,7,7,8,156.74,174.69,171.14,0.329,0.858,Average,1.5278
1700,Anrich Nortje,LSG,2023,"Brabourne Stadium, Mumbai",Flat/Batting,Lost,Lower Middle (6-7),Power Hitter,22,12,183.33,1,5,2,34,154.55,7,7,8,168.42,172.26,207.51,0.393,0.908,Average,1.6805
1701,David Warner,LSG,2020,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Won,Lower Middle (6-7),All-Round,50,33,151.52,4,2,12,28,56.0,21,18,11,111.1,161.4,135.76,0.595,0.835,Elite,0.3673
1702,Devdutt Padikkal,KKR,2018,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Opener,All-Round,23,18,127.78,3,2,6,24,104.35,10,8,5,118.8,144.18,186.63,0.176,0.635,Average,0.4969
1703,Kieron Pollard,DC,2019,"Brabourne Stadium, Mumbai",Seaming,Won,Finisher/Tail,Finisher,31,25,434.0,3,1,5,18,58.06,7,13,11,149.93,136.21,174.5,0.333,0.606,Good,0.868
1704,Kieron Pollard,KKR,2020,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Won,Top Order (3),Finisher,9,5,180.0,0,2,2,12,133.33,4,2,3,169.77,137.19,202.07,0.743,0.676,Below Average,1.44
1705,Glenn Maxwell,PBKS,2019,"Wankhede Stadium, Mumbai",Flat/Batting,Won,Lower Middle (6-7),All-Round,0,25,164.0,3,1,10,18,43.9,14,19,8,141.19,127.26,162.53,0.72,0.766,Below Average,0.328
1706,Yashasvi Jaiswal,CSK,2019,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Lost,Top Order (3),Power Hitter,39,23,169.57,3,1,7,18,46.15,16,13,10,137.56,187.47,204.24,0.409,0.775,Good,0.3686
1707,Hardik Pandya,MI,2022,"Eden Gardens, Kolkata",Slow/Low,Lost,Middle Order (4-5),Power Hitter,34,21,161.9,3,2,2,24,70.59,14,12,8,140.06,185.52,230.28,0.848,0.782,Good,0.5397
1708,Shreyas Iyer,PBKS,2019,"Arun Jaitley, Delhi",Slow/Low,Won,Top Order (3),Finisher,15,9,166.67,1,1,1,10,66.67,3,5,7,138.99,186.74,168.06,0.585,0.63,Average,0.5556
1709,Suryakumar Yadav,LSG,2022,"Eden Gardens, Kolkata",Slow/Low,Won,Opener,Finisher,32,19,168.42,2,1,5,14,43.75,9,13,10,125.1,169.57,150.18,0.723,0.723,Good,0.3546
1710,Dinesh Karthik,CSK,2021,"Brabourne Stadium, Mumbai",Spin-Friendly,Won,Opener,Aggressive,28,21,133.33,4,3,5,34,121.43,8,11,9,124.19,149.66,179.53,0.215,0.742,Average,0.6349
1711,Rinku Singh,RCB,2018,"Eden Gardens, Kolkata",Spin-Friendly,Won,Opener,All-Round,20,16,125.0,2,1,5,14,70.0,7,9,4,123.16,144.87,182.0,0.48,0.545,Average,0.3125
1712,Andre Russell,CSK,2023,"MA Chidambaram, Chennai",High-Scoring,Lost,Opener,Anchor,12,8,150.0,2,0,2,8,66.67,4,5,3,98.75,132.7,157.69,0.691,0.538,Below Average,0.375
1713,Aaron Finch,DC,2020,"M. Chinnaswamy, Bangalore",Spin-Friendly,Lost,Opener,All-Round,41,27,151.85,3,1,11,18,43.9,9,17,15,118.59,128.11,153.98,0.405,0.73,Good,0.2812
1714,Jos Buttler,GT,2019,"Wankhede Stadium, Mumbai",Seaming,Lost,Middle Order (4-5),Aggressive,49,38,128.95,3,2,5,24,48.98,20,15,14,150.43,156.94,197.54,0.53,0.743,Good,0.2375
1715,Hardik Pandya,DC,2022,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Lost,Middle Order (4-5),Anchor,28,22,127.27,3,0,7,12,42.86,12,10,6,97.97,128.59,115.38,0.442,0.554,Average,0.1735
1716,Suryakumar Yadav,RR,2021,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Lower Middle (6-7),Anchor,32,30,106.67,1,1,10,10,31.25,13,13,6,97.0,106.65,132.48,0.354,0.518,Good,0.1067
1717,Dinesh Karthik,RCB,2018,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Middle Order (4-5),Anchor,29,24,120.83,2,1,10,14,48.28,10,10,9,115.34,145.84,77.79,0.674,0.568,Average,0.2014
1718,Tilak Varma,RR,2022,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Top Order (3),Aggressive,32,23,139.13,4,4,7,40,125.0,7,11,14,146.17,173.1,176.26,0.498,0.825,Good,0.7259
1719,Manish Pandey,RR,2019,"Narendra Modi Stadium, Ahmedabad",Seaming,Lost,Top Order (3),Finisher,55,30,183.33,3,0,7,12,21.82,25,18,12,140.62,139.98,210.26,0.804,0.83,Elite,0.1833
1720,Nicholas Pooran,LSG,2019,"Eden Gardens, Kolkata",Seaming,Lost,Opener,Anchor,21,14,150.0,2,2,5,20,95.24,8,8,5,127.16,127.66,135.18,0.643,0.674,Average,0.6429
1721,Sanju Samson,MI,2024,"MA Chidambaram, Chennai",Flat/Batting,Won,Middle Order (4-5),All-Round,18,12,150.0,1,0,4,4,22.22,7,5,6,143.13,151.89,157.06,0.864,0.542,Average,0.125
1722,Rinku Singh,RCB,2018,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Lost,Top Order (3),All-Round,22,21,104.76,0,0,8,0,0.0,9,7,6,148.89,121.5,168.27,0.647,0.402,Average,0.0
1723,Sanju Samson,CSK,2020,"Brabourne Stadium, Mumbai",Slow/Low,Won,Finisher/Tail,Power Hitter,0,5,240.0,2,2,2,20,166.67,4,5,3,162.64,162.24,222.8,0.46,0.908,Below Average,2.88
1724,KL Rahul,RCB,2024,"Arun Jaitley, Delhi",Seaming,Won,Top Order (3),Aggressive,25,16,156.25,2,3,4,26,104.0,11,8,6,139.87,155.08,184.97,0.633,0.759,Average,0.7812
1725,Faf du Plessis,PBKS,2022,"Punjab Cricket Assoc, Mohali",Slow/Low,Won,Middle Order (4-5),Aggressive,42,27,155.56,4,2,6,28,66.67,14,20,8,121.98,163.16,204.92,0.464,0.815,Good,0.4609
1726,Tim David,PBKS,2019,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Opener,Aggressive,10,6,166.67,3,2,2,24,240.0,3,3,4,155.87,166.85,117.28,0.781,0.7,Below Average,1.9445
1727,Shubman Gill,CSK,2018,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Middle Order (4-5),Aggressive,16,10,160.0,3,2,3,24,150.0,6,7,3,157.39,172.24,189.06,0.625,0.704,Average,1.12
1728,Jos Buttler,GT,2021,"Wankhede Stadium, Mumbai",Flat/Batting,Lost,Finisher/Tail,All-Round,14,11,127.27,4,2,4,28,200.0,6,5,3,106.78,154.16,153.48,0.853,0.618,Below Average,0.9256
1729,Shubman Gill,LSG,2022,"MA Chidambaram, Chennai",Slow/Low,Lost,Opener,Finisher,3,1,300.0,1,1,0,10,333.33,1,0,2,129.04,153.92,163.5,0.424,0.982,Below Average,9.0
1730,Chris Gayle,KKR,2019,"Eden Gardens, Kolkata",Flat/Batting,Lost,Finisher/Tail,Finisher,27,19,142.11,1,0,4,4,14.81,8,12,7,128.53,157.91,170.83,0.951,0.554,Average,0.0748
1731,Rohit Sharma,RR,2022,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Lower Middle (6-7),Anchor,26,20,130.0,3,1,7,18,69.23,9,11,6,105.58,113.37,125.08,0.239,0.604,Average,0.325
1732,Heinrich Klaasen,RR,2019,"Brabourne Stadium, Mumbai",High-Scoring,Lost,Top Order (3),Anchor,37,43,86.05,2,0,23,8,21.62,7,15,15,80.53,106.48,135.28,0.514,0.446,Good,0.04
1733,Devdutt Padikkal,MI,2022,"Eden Gardens, Kolkata",Flat/Batting,Won,Lower Middle (6-7),All-Round,22,16,137.5,1,2,2,16,72.73,9,8,5,123.81,164.33,152.08,0.8,0.62,Average,0.4297
1734,Andre Russell,RR,2018,"M. Chinnaswamy, Bangalore",Seaming,Lost,Opener,Power Hitter,20,13,153.85,5,3,3,38,190.0,7,9,4,153.76,152.1,192.39,0.662,0.792,Average,1.3018
1735,Faf du Plessis,PBKS,2024,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Opener,Power Hitter,23,11,209.09,3,2,1,24,104.35,9,7,7,152.44,161.23,185.49,0.74,0.879,Average,1.3306
1736,Wriddhiman Saha,SRH,2022,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Lower Middle (6-7),Aggressive,37,25,148.0,3,4,7,36,97.3,8,11,18,152.89,148.72,204.53,0.967,0.852,Good,0.6512
1737,Faf du Plessis,PBKS,2021,"Eden Gardens, Kolkata",Flat/Batting,Lost,Top Order (3),Finisher,12,9,133.33,2,3,2,26,216.67,5,4,3,123.7,148.89,190.4,0.76,0.638,Below Average,1.1852
1738,Rinku Singh,DC,2024,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Won,Middle Order (4-5),Anchor,30,25,120.0,3,0,7,12,40.0,6,10,14,95.95,147.46,181.44,0.486,0.54,Good,0.144
1739,Rohit Sharma,DC,2022,"Eden Gardens, Kolkata",Flat/Batting,Lost,Lower Middle (6-7),Aggressive,36,23,156.52,5,4,3,44,122.22,13,13,10,151.14,166.6,167.53,0.507,0.914,Good,0.8847
1740,Kieron Pollard,LSG,2021,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Middle Order (4-5),All-Round,25,16,156.25,4,0,7,16,64.0,7,10,8,125.29,163.66,183.36,0.489,0.649,Average,0.3906
